Address:,USB0::0x0957::0x179B::MY58106377::0::INSTR,,Analog Channels,,
,,,-0.032281355334,-0.0180816128849983,
,,,-0.0322659552071,-0.00561930239200592,
,,,-0.0322505550802,-0.0180816128849983,
,,,-0.0322351549533,-0.0180816128849983,
,,,-0.0322197548264,-0.0180816128849983,
,,,-0.0322043546995,-0.0180816128849983,
,,,-0.0321889545726,-0.0180816128849983,
,,,-0.0321735544457,-0.0180816128849983,
,,,-0.0321581543188,-0.0180816128849983,
,,,-0.0321427541919,-0.00561930239200592,
,,,-0.032127354065,-0.00561930239200592,
,,,-0.0321119539381,-0.0180816128849983,
,,,-0.0320965538112,-0.0305439233779907,
,,,-0.0320811536843,-0.00561930239200592,
,,,-0.0320657535574,-0.0180816128849983,
,,,-0.0320503534305,-0.0180816128849983,
,,,-0.0320349533036,-0.0180816128849983,
,,,-0.0320195531767,-0.0180816128849983,
,,,-0.0320041530498,-0.0180816128849983,
,,,-0.0319887529229,-0.0180816128849983,
,,,-0.031973352796,-0.0180816128849983,
,,,-0.0319579526691,-0.0180816128849983,
,,,-0.0319425525422,-0.0305439233779907,
,,,-0.0319271524153,-0.0180816128849983,
,,,-0.0319117522884,-0.0180816128849983,
,,,-0.0318963521615,-0.0180816128849983,
,,,-0.0318809520346,-0.0180816128849983,
,,,-0.0318655519077,-0.0180816128849983,
,,,-0.0318501517808,-0.0180816128849983,
,,,-0.0318347516539,-0.0180816128849983,
,,,-0.031819351527,-0.0305439233779907,
,,,-0.0318039514001,-0.0180816128849983,
,,,-0.0317885512732,-0.00561930239200592,
,,,-0.0317731511463,-0.0180816128849983,
,,,-0.0317577510194,-0.0180816128849983,
,,,-0.0317423508925,-0.0180816128849983,
,,,-0.0317269507656,-0.00561930239200592,
,,,-0.0317115506387,-0.0180816128849983,
,,,-0.0316961505118,-0.0305439233779907,
,,,-0.0316807503849,-0.00561930239200592,
,,,-0.031665350258,-0.0180816128849983,
,,,-0.0316499501311,-0.0180816128849983,
,,,-0.0316345500042,-0.0180816128849983,
,,,-0.0316191498773,-0.0180816128849983,
,,,-0.0316037497504,-0.0180816128849983,
,,,-0.0315883496235,-0.0180816128849983,
,,,-0.0315729494966,-0.0180816128849983,
,,,-0.0315575493697,-0.0305439233779907,
,,,-0.0315421492428,-0.0305439233779907,
,,,-0.0315267491159,-0.0180816128849983,
,,,-0.031511348989,-0.0180816128849983,
,,,-0.0314959488621,-0.0180816128849983,
,,,-0.0314805487352,-0.00561930239200592,
,,,-0.0314651486083,-0.0180816128849983,
,,,-0.0314497484814,-0.0180816128849983,
,,,-0.0314343483545,-0.0180816128849983,
,,,-0.0314189482276,-0.0180816128849983,
,,,-0.0314035481007,-0.0180816128849983,
,,,-0.0313881479738,-0.0180816128849983,
,,,-0.0313727478469,-0.0180816128849983,
,,,-0.03135734772,-0.0180816128849983,
,,,-0.0313419475931,-0.0180816128849983,
,,,-0.0313265474662,-0.0180816128849983,
,,,-0.0313111473393,-0.0180816128849983,
,,,-0.0312957472124,-0.0180816128849983,
,,,-0.0312803470855,-0.0180816128849983,
,,,-0.0312649469586,-0.0180816128849983,
,,,-0.0312495468317,-0.0180816128849983,
,,,-0.0312341467048,-0.0180816128849983,
,,,-0.0312187465779,-0.0305439233779907,
,,,-0.031203346451,-0.0180816128849983,
,,,-0.0311879463241,-0.0180816128849983,
,,,-0.0311725461972,-0.00561930239200592,
,,,-0.0311571460703,-0.00561930239200592,
,,,-0.0311417459434,-0.0180816128849983,
,,,-0.0311263458165,-0.00561930239200592,
,,,-0.0311109456896,-0.0180816128849983,
,,,-0.0310955455627,-0.0180816128849983,
,,,-0.0310801454358,-0.0180816128849983,
,,,-0.0310647453089,-0.0180816128849983,
,,,-0.031049345182,-0.0180816128849983,
,,,-0.0310339450551,-0.0180816128849983,
,,,-0.0310185449282,-0.0180816128849983,
,,,-0.0310031448013,-0.0180816128849983,
,,,-0.0309877446744,-0.0180816128849983,
,,,-0.0309723445475,-0.0305439233779907,
,,,-0.0309569444206,-0.0180816128849983,
,,,-0.0309415442937,-0.0180816128849983,
,,,-0.0309261441668,-0.00561930239200592,
,,,-0.0309107440399,-0.0305439233779907,
,,,-0.030895343913,-0.00561930239200592,
,,,-0.0308799437861,-0.0180816128849983,
,,,-0.0308645436592,-0.0180816128849983,
,,,-0.0308491435323,-0.0180816128849983,
,,,-0.0308337434054,-0.0180816128849983,
,,,-0.0308183432785,-0.0305439233779907,
,,,-0.0308029431516,-0.0180816128849983,
,,,-0.0307875430247,-0.0180816128849983,
,,,-0.0307721428978,-0.0180816128849983,
,,,-0.0307567427709,-0.00561930239200592,
,,,-0.030741342644,-0.0180816128849983,
,,,-0.0307259425171,-0.0180816128849983,
,,,-0.0307105423902,-0.0180816128849983,
,,,-0.0306951422633,-0.0180816128849983,
,,,-0.0306797421364,-0.0180816128849983,
,,,-0.0306643420095,-0.0180816128849983,
,,,-0.0306489418826,-0.0180816128849983,
,,,-0.0306335417557,-0.0180816128849983,
,,,-0.0306181416288,-0.0180816128849983,
,,,-0.0306027415019,-0.0180816128849983,
,,,-0.030587341375,-0.0180816128849983,
,,,-0.0305719412481,-0.0180816128849983,
,,,-0.0305565411212,-0.0180816128849983,
,,,-0.0305411409943,-0.0180816128849983,
,,,-0.0305257408674,-0.0180816128849983,
,,,-0.0305103407405,-0.0180816128849983,
,,,-0.0304949406136,-0.00561930239200592,
,,,-0.0304795404867,-0.0180816128849983,
,,,-0.0304641403598,-0.0180816128849983,
,,,-0.0304487402329,-0.0180816128849983,
,,,-0.030433340106,-0.00561930239200592,
,,,-0.0304179399791,-0.0180816128849983,
,,,-0.0304025398522,-0.00561930239200592,
,,,-0.0303871397253,-0.00561930239200592,
,,,-0.0303717395984,-0.0180816128849983,
,,,-0.0303563394715,-0.0180816128849983,
,,,-0.0303409393446,-0.0180816128849983,
,,,-0.0303255392177,-0.0180816128849983,
,,,-0.0303101390908,-0.00561930239200592,
,,,-0.0302947389639,-0.0180816128849983,
,,,-0.030279338837,-0.00561930239200592,
,,,-0.0302639387101,-0.0180816128849983,
,,,-0.0302485385832,-0.00561930239200592,
,,,-0.0302331384563,-0.0180816128849983,
,,,-0.0302177383294,-0.0180816128849983,
,,,-0.0302023382025,-0.0180816128849983,
,,,-0.0301869380756,-0.00561930239200592,
,,,-0.0301715379487,-0.00561930239200592,
,,,-0.0301561378218,-0.0180816128849983,
,,,-0.0301407376949,-0.0180816128849983,
,,,-0.030125337568,-0.0180816128849983,
,,,-0.0301099374411,-0.0180816128849983,
,,,-0.0300945373142,-0.0305439233779907,
,,,-0.0300791371873,-0.00561930239200592,
,,,-0.0300637370604,-0.0180816128849983,
,,,-0.0300483369335,-0.0180816128849983,
,,,-0.0300329368066,-0.0180816128849983,
,,,-0.0300175366797,-0.00561930239200592,
,,,-0.0300021365528,-0.0180816128849983,
,,,-0.0299867364259,-0.00561930239200592,
,,,-0.029971336299,-0.0180816128849983,
,,,-0.0299559361721,-0.00561930239200592,
,,,-0.0299405360452,-0.0305439233779907,
,,,-0.0299251359183,-0.0180816128849983,
,,,-0.0299097357914,-0.0180816128849983,
,,,-0.0298943356645,-0.00561930239200592,
,,,-0.0298789355376,0.929053984582424,
,,,-0.0298635354107,0.916591674089432,
,,,-0.0298481352838,0.916591674089432,
,,,-0.0298327351569,0.916591674089432,
,,,-0.02981733503,0.916591674089432,
,,,-0.0298019349031,0.916591674089432,
,,,-0.0297865347762,0.904129363596439,
,,,-0.0297711346493,0.916591674089432,
,,,-0.0297557345224,0.916591674089432,
,,,-0.0297403343955,0.916591674089432,
,,,-0.0297249342686,0.916591674089432,
,,,-0.0297095341417,0.916591674089432,
,,,-0.0296941340148,0.916591674089432,
,,,-0.0296787338879,0.916591674089432,
,,,-0.029663333761,0.929053984582424,
,,,-0.0296479336341,0.916591674089432,
,,,-0.0296325335072,0.904129363596439,
,,,-0.0296171333803,0.916591674089432,
,,,-0.0296017332534,0.916591674089432,
,,,-0.0295863331265,0.904129363596439,
,,,-0.0295709329996,0.929053984582424,
,,,-0.0295555328727,0.929053984582424,
,,,-0.0295401327458,0.929053984582424,
,,,-0.0295247326189,0.929053984582424,
,,,-0.029509332492,0.916591674089432,
,,,-0.0294939323651,0.929053984582424,
,,,-0.0294785322382,0.916591674089432,
,,,-0.0294631321113,0.929053984582424,
,,,-0.0294477319844,0.916591674089432,
,,,-0.0294323318575,0.916591674089432,
,,,-0.0294169317306,0.916591674089432,
,,,-0.0294015316037,0.929053984582424,
,,,-0.0293861314768,0.916591674089432,
,,,-0.0293707313499,0.929053984582424,
,,,-0.029355331223,0.929053984582424,
,,,-0.0293399310961,0.916591674089432,
,,,-0.0293245309692,0.929053984582424,
,,,-0.0293091308423,0.916591674089432,
,,,-0.0292937307154,0.916591674089432,
,,,-0.0292783305885,0.916591674089432,
,,,-0.0292629304616,0.916591674089432,
,,,-0.0292475303347,0.929053984582424,
,,,-0.0292321302078,0.929053984582424,
,,,-0.0292167300809,0.916591674089432,
,,,-0.029201329954,0.929053984582424,
,,,-0.0291859298271,0.916591674089432,
,,,-0.0291705297002,0.929053984582424,
,,,-0.0291551295733,0.929053984582424,
,,,-0.0291397294464,0.929053984582424,
,,,-0.0291243293195,0.929053984582424,
,,,-0.0291089291926,0.929053984582424,
,,,-0.0290935290657,0.929053984582424,
,,,-0.0290781289388,0.929053984582424,
,,,-0.0290627288119,0.929053984582424,
,,,-0.029047328685,0.929053984582424,
,,,-0.0290319285581,0.929053984582424,
,,,-0.0290165284312,0.916591674089432,
,,,-0.0290011283043,0.929053984582424,
,,,-0.0289857281774,0.941516295075417,
,,,-0.0289703280505,0.929053984582424,
,,,-0.0289549279236,0.929053984582424,
,,,-0.0289395277967,0.929053984582424,
,,,-0.0289241276698,0.916591674089432,
,,,-0.0289087275429,0.941516295075417,
,,,-0.028893327416,0.929053984582424,
,,,-0.0288779272891,0.929053984582424,
,,,-0.0288625271622,0.929053984582424,
,,,-0.0288471270353,0.929053984582424,
,,,-0.0288317269084,0.929053984582424,
,,,-0.0288163267815,0.929053984582424,
,,,-0.0288009266546,0.929053984582424,
,,,-0.0287855265277,0.929053984582424,
,,,-0.0287701264008,0.929053984582424,
,,,-0.0287547262739,0.929053984582424,
,,,-0.028739326147,0.929053984582424,
,,,-0.0287239260201,0.929053984582424,
,,,-0.0287085258932,0.929053984582424,
,,,-0.0286931257663,0.929053984582424,
,,,-0.0286777256394,0.929053984582424,
,,,-0.0286623255125,0.929053984582424,
,,,-0.0286469253856,0.929053984582424,
,,,-0.0286315252587,0.929053984582424,
,,,-0.0286161251318,0.929053984582424,
,,,-0.0286007250049,0.916591674089432,
,,,-0.028585324878,0.929053984582424,
,,,-0.0285699247511,0.929053984582424,
,,,-0.0285545246242,0.929053984582424,
,,,-0.0285391244973,0.929053984582424,
,,,-0.0285237243704,0.929053984582424,
,,,-0.0285083242435,0.929053984582424,
,,,-0.0284929241166,0.941516295075417,
,,,-0.0284775239897,0.929053984582424,
,,,-0.0284621238628,0.929053984582424,
,,,-0.0284467237359,0.929053984582424,
,,,-0.028431323609,0.941516295075417,
,,,-0.0284159234821,0.929053984582424,
,,,-0.0284005233552,0.929053984582424,
,,,-0.0283851232283,0.929053984582424,
,,,-0.0283697231014,0.929053984582424,
,,,-0.0283543229745,0.929053984582424,
,,,-0.0283389228476,0.929053984582424,
,,,-0.0283235227207,0.941516295075417,
,,,-0.0283081225938,0.929053984582424,
,,,-0.0282927224669,0.929053984582424,
,,,-0.02827732234,0.929053984582424,
,,,-0.0282619222131,0.941516295075417,
,,,-0.0282465220862,0.941516295075417,
,,,-0.0282311219593,0.929053984582424,
,,,-0.0282157218324,0.929053984582424,
,,,-0.0282003217055,0.929053984582424,
,,,-0.0281849215786,0.929053984582424,
,,,-0.0281695214517,0.941516295075417,
,,,-0.0281541213248,0.929053984582424,
,,,-0.0281387211979,0.929053984582424,
,,,-0.028123321071,0.929053984582424,
,,,-0.0281079209441,0.929053984582424,
,,,-0.0280925208172,0.929053984582424,
,,,-0.0280771206903,0.929053984582424,
,,,-0.0280617205634,0.929053984582424,
,,,-0.0280463204365,0.929053984582424,
,,,-0.0280309203096,0.929053984582424,
,,,-0.0280155201827,0.916591674089432,
,,,-0.0280001200558,0.929053984582424,
,,,-0.0279847199289,0.929053984582424,
,,,-0.027969319802,0.929053984582424,
,,,-0.0279539196751,0.929053984582424,
,,,-0.0279385195482,0.929053984582424,
,,,-0.0279231194213,0.929053984582424,
,,,-0.0279077192944,0.929053984582424,
,,,-0.0278923191675,0.929053984582424,
,,,-0.0278769190406,0.929053984582424,
,,,-0.0278615189137,0.929053984582424,
,,,-0.0278461187868,0.929053984582424,
,,,-0.0278307186599,0.929053984582424,
,,,-0.027815318533,0.929053984582424,
,,,-0.0277999184061,0.929053984582424,
,,,-0.0277845182792,0.929053984582424,
,,,-0.0277691181523,0.941516295075417,
,,,-0.0277537180254,0.929053984582424,
,,,-0.0277383178985,0.929053984582424,
,,,-0.0277229177716,0.929053984582424,
,,,-0.0277075176447,0.941516295075417,
,,,-0.0276921175178,0.929053984582424,
,,,-0.0276767173909,0.929053984582424,
,,,-0.027661317264,0.941516295075417,
,,,-0.0276459171371,0.941516295075417,
,,,-0.0276305170102,0.929053984582424,
,,,-0.0276151168833,0.941516295075417,
,,,-0.0275997167564,0.929053984582424,
,,,-0.0275843166295,0.929053984582424,
,,,-0.0275689165026,0.941516295075417,
,,,-0.0275535163757,0.941516295075417,
,,,-0.0275381162488,0.929053984582424,
,,,-0.0275227161219,0.929053984582424,
,,,-0.027507315995,0.941516295075417,
,,,-0.0274919158681,0.941516295075417,
,,,-0.0274765157412,0.929053984582424,
,,,-0.0274611156143,0.929053984582424,
,,,-0.0274457154874,0.941516295075417,
,,,-0.0274303153605,0.929053984582424,
,,,-0.0274149152336,0.929053984582424,
,,,-0.0273995151067,0.941516295075417,
,,,-0.0273841149798,0.941516295075417,
,,,-0.0273687148529,0.941516295075417,
,,,-0.027353314726,0.941516295075417,
,,,-0.0273379145991,0.929053984582424,
,,,-0.0273225144722,0.929053984582424,
,,,-0.0273071143453,0.941516295075417,
,,,-0.0272917142184,0.941516295075417,
,,,-0.0272763140915,0.941516295075417,
,,,-0.0272609139646,0.929053984582424,
,,,-0.0272455138377,0.929053984582424,
,,,-0.0272301137108,0.929053984582424,
,,,-0.0272147135839,0.929053984582424,
,,,-0.027199313457,0.929053984582424,
,,,-0.0271839133301,0.929053984582424,
,,,-0.0271685132032,0.929053984582424,
,,,-0.0271531130763,0.929053984582424,
,,,-0.0271377129494,0.929053984582424,
,,,-0.0271223128225,0.941516295075417,
,,,-0.0271069126956,0.929053984582424,
,,,-0.0270915125687,0.941516295075417,
,,,-0.0270761124418,0.929053984582424,
,,,-0.0270607123149,0.941516295075417,
,,,-0.027045312188,0.929053984582424,
,,,-0.0270299120611,0.941516295075417,
,,,-0.0270145119342,0.941516295075417,
,,,-0.0269991118073,0.929053984582424,
,,,-0.0269837116804,0.929053984582424,
,,,-0.0269683115535,0.941516295075417,
,,,-0.0269529114266,0.929053984582424,
,,,-0.0269375112997,0.941516295075417,
,,,-0.0269221111728,0.941516295075417,
,,,-0.0269067110459,0.941516295075417,
,,,-0.026891310919,0.941516295075417,
,,,-0.0268759107921,0.953978605568409,
,,,-0.0268605106652,0.929053984582424,
,,,-0.0268451105383,0.941516295075417,
,,,-0.0268297104114,0.941516295075417,
,,,-0.0268143102845,0.941516295075417,
,,,-0.0267989101576,0.941516295075417,
,,,-0.0267835100307,0.929053984582424,
,,,-0.0267681099038,0.941516295075417,
,,,-0.0267527097769,0.941516295075417,
,,,-0.02673730965,0.941516295075417,
,,,-0.0267219095231,0.929053984582424,
,,,-0.0267065093962,0.941516295075417,
,,,-0.0266911092693,0.929053984582424,
,,,-0.0266757091424,0.941516295075417,
,,,-0.0266603090155,0.941516295075417,
,,,-0.0266449088886,0.929053984582424,
,,,-0.0266295087617,0.941516295075417,
,,,-0.0266141086348,0.941516295075417,
,,,-0.0265987085079,0.929053984582424,
,,,-0.026583308381,0.929053984582424,
,,,-0.0265679082541,0.929053984582424,
,,,-0.0265525081272,0.941516295075417,
,,,-0.0265371080003,0.929053984582424,
,,,-0.0265217078734,0.941516295075417,
,,,-0.0265063077465,0.929053984582424,
,,,-0.0264909076196,0.929053984582424,
,,,-0.0264755074927,0.929053984582424,
,,,-0.0264601073658,0.941516295075417,
,,,-0.0264447072389,0.929053984582424,
,,,-0.026429307112,0.929053984582424,
,,,-0.0264139069851,0.941516295075417,
,,,-0.0263985068582,0.941516295075417,
,,,-0.0263831067313,0.953978605568409,
,,,-0.0263677066044,0.929053984582424,
,,,-0.0263523064775,0.929053984582424,
,,,-0.0263369063506,0.941516295075417,
,,,-0.0263215062237,0.941516295075417,
,,,-0.0263061060968,0.929053984582424,
,,,-0.0262907059699,0.941516295075417,
,,,-0.026275305843,0.929053984582424,
,,,-0.0262599057161,0.941516295075417,
,,,-0.0262445055892,0.929053984582424,
,,,-0.0262291054623,0.941516295075417,
,,,-0.0262137053354,0.929053984582424,
,,,-0.0261983052085,0.941516295075417,
,,,-0.0261829050816,0.941516295075417,
,,,-0.0261675049547,0.929053984582424,
,,,-0.0261521048278,0.929053984582424,
,,,-0.0261367047009,0.929053984582424,
,,,-0.026121304574,0.941516295075417,
,,,-0.0261059044471,0.941516295075417,
,,,-0.0260905043202,0.929053984582424,
,,,-0.0260751041933,0.953978605568409,
,,,-0.0260597040664,0.941516295075417,
,,,-0.0260443039395,0.929053984582424,
,,,-0.0260289038126,0.941516295075417,
,,,-0.0260135036857,0.941516295075417,
,,,-0.0259981035588,0.929053984582424,
,,,-0.0259827034319,0.941516295075417,
,,,-0.025967303305,0.941516295075417,
,,,-0.0259519031781,0.929053984582424,
,,,-0.0259365030512,0.941516295075417,
,,,-0.0259211029243,0.929053984582424,
,,,-0.0259057027974,0.941516295075417,
,,,-0.0258903026705,0.929053984582424,
,,,-0.0258749025436,0.941516295075417,
,,,-0.0258595024167,0.941516295075417,
,,,-0.0258441022898,0.941516295075417,
,,,-0.0258287021629,0.929053984582424,
,,,-0.025813302036,0.929053984582424,
,,,-0.0257979019091,0.941516295075417,
,,,-0.0257825017822,0.941516295075417,
,,,-0.0257671016553,0.941516295075417,
,,,-0.0257517015284,0.941516295075417,
,,,-0.0257363014015,0.941516295075417,
,,,-0.0257209012746,0.929053984582424,
,,,-0.0257055011477,0.941516295075417,
,,,-0.0256901010208,0.929053984582424,
,,,-0.0256747008939,0.941516295075417,
,,,-0.025659300767,0.941516295075417,
,,,-0.0256439006401,0.953978605568409,
,,,-0.0256285005132,0.941516295075417,
,,,-0.0256131003863,0.929053984582424,
,,,-0.0255977002594,0.941516295075417,
,,,-0.0255823001325,0.941516295075417,
,,,-0.0255669000056,0.941516295075417,
,,,-0.0255514998787,0.941516295075417,
,,,-0.0255360997518,0.941516295075417,
,,,-0.0255206996249,0.929053984582424,
,,,-0.025505299498,0.941516295075417,
,,,-0.0254898993711,0.941516295075417,
,,,-0.0254744992442,0.941516295075417,
,,,-0.0254590991173,0.941516295075417,
,,,-0.0254436989904,0.941516295075417,
,,,-0.0254282988635,0.941516295075417,
,,,-0.0254128987366,0.941516295075417,
,,,-0.0253974986097,0.941516295075417,
,,,-0.0253820984828,0.929053984582424,
,,,-0.0253666983559,0.929053984582424,
,,,-0.025351298229,0.941516295075417,
,,,-0.0253358981021,0.941516295075417,
,,,-0.0253204979752,0.941516295075417,
,,,-0.0253050978483,0.941516295075417,
,,,-0.0252896977214,0.941516295075417,
,,,-0.0252742975945,0.941516295075417,
,,,-0.0252588974676,0.929053984582424,
,,,-0.0252434973407,0.941516295075417,
,,,-0.0252280972138,0.941516295075417,
,,,-0.0252126970869,0.941516295075417,
,,,-0.02519729696,0.929053984582424,
,,,-0.0251818968331,0.941516295075417,
,,,-0.0251664967062,0.953978605568409,
,,,-0.0251510965793,0.929053984582424,
,,,-0.0251356964524,0.929053984582424,
,,,-0.0251202963255,0.953978605568409,
,,,-0.0251048961986,0.941516295075417,
,,,-0.0250894960717,0.941516295075417,
,,,-0.0250740959448,0.941516295075417,
,,,-0.0250586958179,0.941516295075417,
,,,-0.025043295691,0.941516295075417,
,,,-0.0250278955641,0.941516295075417,
,,,-0.0250124954372,0.941516295075417,
,,,-0.0249970953103,0.953978605568409,
,,,-0.0249816951834,0.941516295075417,
,,,-0.0249662950565,0.941516295075417,
,,,-0.0249508949296,0.941516295075417,
,,,-0.0249354948027,0.929053984582424,
,,,-0.0249200946758,0.941516295075417,
,,,-0.0249046945489,0.941516295075417,
,,,-0.024889294422,0.953978605568409,
,,,-0.0248738942951,0.941516295075417,
,,,-0.0248584941682,0.941516295075417,
,,,-0.0248430940413,0.941516295075417,
,,,-0.0248276939144,0.929053984582424,
,,,-0.0248122937875,0.941516295075417,
,,,-0.0247968936606,0.941516295075417,
,,,-0.0247814935337,0.941516295075417,
,,,-0.0247660934068,0.941516295075417,
,,,-0.0247506932799,0.953978605568409,
,,,-0.024735293153,0.941516295075417,
,,,-0.0247198930261,0.941516295075417,
,,,-0.0247044928992,0.929053984582424,
,,,-0.0246890927723,0.953978605568409,
,,,-0.0246736926454,0.941516295075417,
,,,-0.0246582925185,0.941516295075417,
,,,-0.0246428923916,0.941516295075417,
,,,-0.0246274922647,0.941516295075417,
,,,-0.0246120921378,0.929053984582424,
,,,-0.0245966920109,0.941516295075417,
,,,-0.024581291884,0.941516295075417,
,,,-0.0245658917571,0.941516295075417,
,,,-0.0245504916302,0.941516295075417,
,,,-0.0245350915033,0.941516295075417,
,,,-0.0245196913764,0.941516295075417,
,,,-0.0245042912495,0.941516295075417,
,,,-0.0244888911226,0.941516295075417,
,,,-0.0244734909957,0.941516295075417,
,,,-0.0244580908688,0.941516295075417,
,,,-0.0244426907419,0.929053984582424,
,,,-0.024427290615,0.929053984582424,
,,,-0.0244118904881,0.941516295075417,
,,,-0.0243964903612,0.929053984582424,
,,,-0.0243810902343,0.941516295075417,
,,,-0.0243656901074,0.929053984582424,
,,,-0.0243502899805,0.941516295075417,
,,,-0.0243348898536,0.941516295075417,
,,,-0.0243194897267,0.941516295075417,
,,,-0.0243040895998,0.929053984582424,
,,,-0.0242886894729,0.929053984582424,
,,,-0.024273289346,0.941516295075417,
,,,-0.0242578892191,0.941516295075417,
,,,-0.0242424890922,0.941516295075417,
,,,-0.0242270889653,0.929053984582424,
,,,-0.0242116888384,0.929053984582424,
,,,-0.0241962887115,0.941516295075417,
,,,-0.0241808885846,0.941516295075417,
,,,-0.0241654884577,0.941516295075417,
,,,-0.0241500883308,0.929053984582424,
,,,-0.0241346882039,0.941516295075417,
,,,-0.024119288077,0.941516295075417,
,,,-0.0241038879501,0.929053984582424,
,,,-0.0240884878232,0.929053984582424,
,,,-0.0240730876963,0.941516295075417,
,,,-0.0240576875694,0.941516295075417,
,,,-0.0240422874425,0.941516295075417,
,,,-0.0240268873156,0.941516295075417,
,,,-0.0240114871887,0.941516295075417,
,,,-0.0239960870618,0.929053984582424,
,,,-0.0239806869349,0.941516295075417,
,,,-0.023965286808,0.941516295075417,
,,,-0.0239498866811,0.941516295075417,
,,,-0.0239344865542,0.941516295075417,
,,,-0.0239190864273,0.941516295075417,
,,,-0.0239036863004,0.941516295075417,
,,,-0.0238882861735,0.929053984582424,
,,,-0.0238728860466,0.941516295075417,
,,,-0.0238574859197,0.929053984582424,
,,,-0.0238420857928,0.941516295075417,
,,,-0.0238266856659,0.941516295075417,
,,,-0.023811285539,0.941516295075417,
,,,-0.0237958854121,0.941516295075417,
,,,-0.0237804852852,0.941516295075417,
,,,-0.0237650851583,0.941516295075417,
,,,-0.0237496850314,0.941516295075417,
,,,-0.0237342849045,0.953978605568409,
,,,-0.0237188847776,0.941516295075417,
,,,-0.0237034846507,0.941516295075417,
,,,-0.0236880845238,0.953978605568409,
,,,-0.0236726843969,0.941516295075417,
,,,-0.02365728427,0.941516295075417,
,,,-0.0236418841431,0.929053984582424,
,,,-0.0236264840162,0.941516295075417,
,,,-0.0236110838893,0.941516295075417,
,,,-0.0235956837624,0.941516295075417,
,,,-0.0235802836355,0.929053984582424,
,,,-0.0235648835086,0.941516295075417,
,,,-0.0235494833817,0.941516295075417,
,,,-0.0235340832548,0.941516295075417,
,,,-0.0235186831279,0.941516295075417,
,,,-0.023503283001,0.929053984582424,
,,,-0.0234878828741,0.941516295075417,
,,,-0.0234724827472,0.941516295075417,
,,,-0.0234570826203,0.941516295075417,
,,,-0.0234416824934,0.941516295075417,
,,,-0.0234262823665,0.941516295075417,
,,,-0.0234108822396,0.941516295075417,
,,,-0.0233954821127,0.941516295075417,
,,,-0.0233800819858,0.929053984582424,
,,,-0.0233646818589,0.941516295075417,
,,,-0.023349281732,0.953978605568409,
,,,-0.0233338816051,0.929053984582424,
,,,-0.0233184814782,0.953978605568409,
,,,-0.0233030813513,0.941516295075417,
,,,-0.0232876812244,0.941516295075417,
,,,-0.0232722810975,0.941516295075417,
,,,-0.0232568809706,0.941516295075417,
,,,-0.0232414808437,0.941516295075417,
,,,-0.0232260807168,0.941516295075417,
,,,-0.0232106805899,0.941516295075417,
,,,-0.023195280463,0.941516295075417,
,,,-0.0231798803361,0.941516295075417,
,,,-0.0231644802092,0.929053984582424,
,,,-0.0231490800823,0.941516295075417,
,,,-0.0231336799554,0.941516295075417,
,,,-0.0231182798285,0.941516295075417,
,,,-0.0231028797016,0.953978605568409,
,,,-0.0230874795747,0.941516295075417,
,,,-0.0230720794478,0.941516295075417,
,,,-0.0230566793209,0.941516295075417,
,,,-0.023041279194,0.941516295075417,
,,,-0.0230258790671,0.941516295075417,
,,,-0.0230104789402,0.941516295075417,
,,,-0.0229950788133,0.953978605568409,
,,,-0.0229796786864,0.941516295075417,
,,,-0.0229642785595,0.941516295075417,
,,,-0.0229488784326,0.941516295075417,
,,,-0.0229334783057,0.941516295075417,
,,,-0.0229180781788,0.929053984582424,
,,,-0.0229026780519,0.953978605568409,
,,,-0.022887277925,0.941516295075417,
,,,-0.0228718777981,0.941516295075417,
,,,-0.0228564776712,0.941516295075417,
,,,-0.0228410775443,0.953978605568409,
,,,-0.0228256774174,0.941516295075417,
,,,-0.0228102772905,0.929053984582424,
,,,-0.0227948771636,0.929053984582424,
,,,-0.0227794770367,0.941516295075417,
,,,-0.0227640769098,0.941516295075417,
,,,-0.0227486767829,0.941516295075417,
,,,-0.022733276656,0.941516295075417,
,,,-0.0227178765291,0.941516295075417,
,,,-0.0227024764022,0.941516295075417,
,,,-0.0226870762753,0.941516295075417,
,,,-0.0226716761484,0.941516295075417,
,,,-0.0226562760215,0.941516295075417,
,,,-0.0226408758946,0.953978605568409,
,,,-0.0226254757677,0.941516295075417,
,,,-0.0226100756408,0.953978605568409,
,,,-0.0225946755139,0.941516295075417,
,,,-0.022579275387,0.941516295075417,
,,,-0.0225638752601,0.941516295075417,
,,,-0.0225484751332,0.929053984582424,
,,,-0.0225330750063,0.953978605568409,
,,,-0.0225176748794,0.941516295075417,
,,,-0.0225022747525,0.941516295075417,
,,,-0.0224868746256,0.941516295075417,
,,,-0.0224714744987,0.953978605568409,
,,,-0.0224560743718,0.941516295075417,
,,,-0.0224406742449,0.941516295075417,
,,,-0.022425274118,0.941516295075417,
,,,-0.0224098739911,0.941516295075417,
,,,-0.0223944738642,0.953978605568409,
,,,-0.0223790737373,0.941516295075417,
,,,-0.0223636736104,0.941516295075417,
,,,-0.0223482734835,0.941516295075417,
,,,-0.0223328733566,0.941516295075417,
,,,-0.0223174732297,0.941516295075417,
,,,-0.0223020731028,0.953978605568409,
,,,-0.0222866729759,0.941516295075417,
,,,-0.022271272849,0.929053984582424,
,,,-0.0222558727221,0.953978605568409,
,,,-0.0222404725952,0.953978605568409,
