Address:,USB0::0x0957::0x179B::MY58106377::0::INSTR,,Analog Channels,,,,Function Channels,,
,,,-0.0308173125,-0.11285462975502,-0.012771375477314,,-0.0308173125,-0.0545935574918985,
,,,-0.0308095125,-0.0517490953207016,-0.012771375477314,,-0.0308095125,-0.0545935574918985,
,,,-0.0308017125,-0.11285462975502,-0.012771375477314,,-0.0308017125,-0.0545935574918985,
,,,-0.0307939125,-0.0517490953207016,-0.0324698686599731,,-0.0307939125,-0.0741248056292534,
,,,-0.0307861125,-0.0517490953207016,-0.012771375477314,,-0.0307861125,0.00400018692016602,
,,,-0.0307783125,-0.0517490953207016,-0.012771375477314,,-0.0307783125,-0.0545935574918985,
,,,-0.0307705125,-0.0517490953207016,-0.012771375477314,,-0.0307705125,-0.0545935574918985,
,,,-0.0307627125,-0.0517490953207016,-0.012771375477314,,-0.0307627125,-0.0741248056292534,
,,,-0.0307549125,-0.0517490953207016,-0.012771375477314,,-0.0307549125,-0.0741248056292534,
,,,-0.0307471125,-0.0517490953207016,-0.012771375477314,,-0.0307471125,-0.0741248056292534,
,,,-0.0307393125,-0.0517490953207016,-0.012771375477314,,-0.0307393125,-0.0741248056292534,
,,,-0.0307315125,-0.0517490953207016,-0.012771375477314,,-0.0307315125,-0.0545935574918985,
,,,-0.0307237125,-0.0517490953207016,-0.012771375477314,,-0.0307237125,-0.0545935574918985,
,,,-0.0307159125,-0.0517490953207016,-0.012771375477314,,-0.0307159125,0.00400018692016602,
,,,-0.0307081125,-0.11285462975502,-0.012771375477314,,-0.0307081125,-0.0545935574918985,
,,,-0.0307003125,-0.0517490953207016,-0.0324698686599731,,-0.0307003125,0.00400018692016602,
,,,-0.0306925125,-0.11285462975502,-0.012771375477314,,-0.0306925125,-0.0741248056292534,
,,,-0.0306847125,-0.11285462975502,-0.012771375477314,,-0.0306847125,-0.0545935574918985,
,,,-0.0306769125,-0.0517490953207016,-0.012771375477314,,-0.0306769125,-0.0545935574918985,
,,,-0.0306691125,-0.0517490953207016,-0.012771375477314,,-0.0306691125,-0.0545935574918985,
,,,-0.0306613125,-0.0517490953207016,-0.0324698686599731,,-0.0306613125,-0.0545935574918985,
,,,-0.0306535125,-0.0517490953207016,-0.012771375477314,,-0.0306535125,-0.0741248056292534,
,,,-0.0306457125,-0.0517490953207016,-0.012771375477314,,-0.0306457125,-0.0545935574918985,
,,,-0.0306379125,-0.11285462975502,-0.012771375477314,,-0.0306379125,-0.0545935574918985,
,,,-0.0306301125,-0.0517490953207016,-0.012771375477314,,-0.0306301125,0.00400018692016602,
,,,-0.0306223125,-0.0517490953207016,-0.0324698686599731,,-0.0306223125,-0.0545935574918985,
,,,-0.0306145125,-0.0517490953207016,-0.012771375477314,,-0.0306145125,0.00400018692016602,
,,,-0.0306067125,-0.0517490953207016,0.00692711770534515,,-0.0306067125,-0.0155310612171888,
,,,-0.0305989125,0.00935643911361694,-0.012771375477314,,-0.0305989125,0.00400018692016602,
,,,-0.0305911125,-0.0517490953207016,-0.012771375477314,,-0.0305911125,-0.0545935574918985,
,,,-0.0305833125,-0.0517490953207016,-0.012771375477314,,-0.0305833125,-0.0545935574918985,
,,,-0.0305755125,-0.0517490953207016,-0.0324698686599731,,-0.0305755125,-0.0545935574918985,
,,,-0.0305677125,-0.0517490953207016,-0.012771375477314,,-0.0305677125,-0.0545935574918985,
,,,-0.0305599125,-0.11285462975502,-0.0324698686599731,,-0.0305599125,-0.0545935574918985,
,,,-0.0305521125,-0.0517490953207016,-0.012771375477314,,-0.0305521125,-0.0545935574918985,
,,,-0.0305443125,-0.0517490953207016,-0.012771375477314,,-0.0305443125,-0.0545935574918985,
,,,-0.0305365125,-0.0517490953207016,-0.012771375477314,,-0.0305365125,-0.0545935574918985,
,,,-0.0305287125,-0.0517490953207016,-0.012771375477314,,-0.0305287125,-0.0545935574918985,
,,,-0.0305209125,-0.0517490953207016,-0.012771375477314,,-0.0305209125,-0.0545935574918985,
,,,-0.0305131125,-0.0517490953207016,-0.012771375477314,,-0.0305131125,-0.0545935574918985,
,,,-0.0305053125,-0.11285462975502,-0.0324698686599731,,-0.0305053125,-0.0741248056292534,
,,,-0.0304975125,-0.0517490953207016,-0.012771375477314,,-0.0304975125,-0.0545935574918985,
,,,-0.0304897125,-0.11285462975502,-0.012771375477314,,-0.0304897125,-0.0545935574918985,
,,,-0.0304819125,-0.11285462975502,-0.0324698686599731,,-0.0304819125,-0.0545935574918985,
,,,-0.0304741125,-0.0517490953207016,-0.012771375477314,,-0.0304741125,-0.0545935574918985,
,,,-0.0304663125,-0.0517490953207016,-0.012771375477314,,-0.0304663125,-0.0155310612171888,
,,,-0.0304585125,-0.0517490953207016,-0.0324698686599731,,-0.0304585125,0.00400018692016602,
,,,-0.0304507125,-0.0517490953207016,-0.0324698686599731,,-0.0304507125,-0.0545935574918985,
,,,-0.0304429125,-0.0517490953207016,-0.012771375477314,,-0.0304429125,-0.0545935574918985,
,,,-0.0304351125,-0.0517490953207016,-0.012771375477314,,-0.0304351125,-0.0741248056292534,
,,,-0.0304273125,-0.11285462975502,-0.012771375477314,,-0.0304273125,0.00400018692016602,
,,,-0.0304195125,-0.0517490953207016,-0.012771375477314,,-0.0304195125,-0.0741248056292534,
,,,-0.0304117125,-0.0517490953207016,-0.012771375477314,,-0.0304117125,-0.0545935574918985,
,,,-0.0304039125,-0.0517490953207016,-0.012771375477314,,-0.0304039125,-0.0545935574918985,
,,,-0.0303961125,-0.11285462975502,-0.012771375477314,,-0.0303961125,-0.0545935574918985,
,,,-0.0303883125,-0.11285462975502,-0.012771375477314,,-0.0303883125,-0.0545935574918985,
,,,-0.0303805125,-0.0517490953207016,-0.012771375477314,,-0.0303805125,-0.0545935574918985,
,,,-0.0303727125,-0.11285462975502,-0.012771375477314,,-0.0303727125,-0.0545935574918985,
,,,-0.0303649125,-0.0517490953207016,-0.012771375477314,,-0.0303649125,-0.0741248056292534,
,,,-0.0303571125,-0.0517490953207016,-0.012771375477314,,-0.0303571125,-0.0741248056292534,
,,,-0.0303493125,-0.0517490953207016,-0.012771375477314,,-0.0303493125,-0.0155310612171888,
,,,-0.0303415125,-0.0517490953207016,-0.012771375477314,,-0.0303415125,-0.0741248056292534,
,,,-0.0303337125,-0.0517490953207016,-0.0324698686599731,,-0.0303337125,-0.0545935574918985,
,,,-0.0303259125,-0.11285462975502,-0.012771375477314,,-0.0303259125,-0.0545935574918985,
,,,-0.0303181125,-0.0517490953207016,-0.012771375477314,,-0.0303181125,-0.0741248056292534,
,,,-0.0303103125,-0.0517490953207016,-0.012771375477314,,-0.0303103125,-0.0545935574918985,
,,,-0.0303025125,-0.0517490953207016,-0.0324698686599731,,-0.0303025125,-0.0545935574918985,
,,,-0.0302947125,-0.0517490953207016,-0.012771375477314,,-0.0302947125,0.00400018692016602,
,,,-0.0302869125,-0.0517490953207016,-0.012771375477314,,-0.0302869125,-0.0155310612171888,
,,,-0.0302791125,-0.0517490953207016,-0.012771375477314,,-0.0302791125,-0.0545935574918985,
,,,-0.0302713125,-0.0517490953207016,-0.012771375477314,,-0.0302713125,-0.0545935574918985,
,,,-0.0302635125,-0.0517490953207016,0.00692711770534515,,-0.0302635125,-0.0741248056292534,
,,,-0.0302557125,-0.0517490953207016,-0.012771375477314,,-0.0302557125,-0.0741248056292534,
,,,-0.0302479125,-0.0517490953207016,-0.0324698686599731,,-0.0302479125,0.00400018692016602,
,,,-0.0302401125,-0.0517490953207016,-0.012771375477314,,-0.0302401125,-0.0545935574918985,
,,,-0.0302323125,-0.0517490953207016,-0.012771375477314,,-0.0302323125,-0.0545935574918985,
,,,-0.0302245125,-0.0517490953207016,-0.012771375477314,,-0.0302245125,-0.0545935574918985,
,,,-0.0302167125,-0.0517490953207016,-0.012771375477314,,-0.0302167125,-0.0741248056292534,
,,,-0.0302089125,-0.0517490953207016,-0.012771375477314,,-0.0302089125,-0.0545935574918985,
,,,-0.0302011125,-0.0517490953207016,-0.012771375477314,,-0.0302011125,-0.0741248056292534,
,,,-0.0301933125,-0.0517490953207016,-0.012771375477314,,-0.0301933125,-0.0155310612171888,
,,,-0.0301855125,-0.0517490953207016,-0.012771375477314,,-0.0301855125,-0.0741248056292534,
,,,-0.0301777125,-0.0517490953207016,0.00692711770534515,,-0.0301777125,-0.0741248056292534,
,,,-0.0301699125,-0.0517490953207016,-0.012771375477314,,-0.0301699125,-0.0545935574918985,
,,,-0.0301621125,-0.0517490953207016,-0.012771375477314,,-0.0301621125,-0.0741248056292534,
,,,-0.0301543125,-0.11285462975502,-0.0324698686599731,,-0.0301543125,-0.0545935574918985,
,,,-0.0301465125,-0.0517490953207016,-0.012771375477314,,-0.0301465125,-0.0545935574918985,
,,,-0.0301387125,-0.0517490953207016,-0.012771375477314,,-0.0301387125,-0.0545935574918985,
,,,-0.0301309125,-0.0517490953207016,-0.012771375477314,,-0.0301309125,0.00400018692016602,
,,,-0.0301231125,-0.0517490953207016,-0.012771375477314,,-0.0301231125,-0.0545935574918985,
,,,-0.0301153125,-0.0517490953207016,-0.012771375477314,,-0.0301153125,-0.0545935574918985,
,,,-0.0301075125,-0.0517490953207016,-0.012771375477314,,-0.0301075125,-0.0741248056292534,
,,,-0.0300997125,-0.11285462975502,0.00692711770534515,,-0.0300997125,-0.0741248056292534,
,,,-0.0300919125,-0.0517490953207016,-0.0324698686599731,,-0.0300919125,-0.0545935574918985,
,,,-0.0300841125,-0.11285462975502,-0.0324698686599731,,-0.0300841125,-0.0545935574918985,
,,,-0.0300763125,-0.11285462975502,-0.012771375477314,,-0.0300763125,-0.0545935574918985,
,,,-0.0300685125,-0.0517490953207016,-0.012771375477314,,-0.0300685125,-0.0545935574918985,
,,,-0.0300607125,-0.0517490953207016,-0.0324698686599731,,-0.0300607125,-0.0545935574918985,
,,,-0.0300529125,-0.0517490953207016,-0.012771375477314,,-0.0300529125,-0.0545935574918985,
,,,-0.0300451125,-0.0517490953207016,-0.012771375477314,,-0.0300451125,-0.0741248056292534,
,,,-0.0300373125,-0.11285462975502,-0.0324698686599731,,-0.0300373125,-0.0545935574918985,
,,,-0.0300295125,-0.0517490953207016,-0.012771375477314,,-0.0300295125,-0.0545935574918985,
,,,-0.0300217125,-0.0517490953207016,-0.012771375477314,,-0.0300217125,-0.0741248056292534,
,,,-0.0300139125,-0.0517490953207016,-0.0324698686599731,,-0.0300139125,0.00400018692016602,
,,,-0.0300061125,-0.0517490953207016,-0.012771375477314,,-0.0300061125,-0.0741248056292534,
,,,-0.0299983125,-0.0517490953207016,-0.012771375477314,,-0.0299983125,-0.0545935574918985,
,,,-0.0299905125,-0.11285462975502,-0.0324698686599731,,-0.0299905125,-0.0741248056292534,
,,,-0.0299827125,-0.0517490953207016,-0.012771375477314,,-0.0299827125,-0.0741248056292534,
,,,-0.0299749125,-0.11285462975502,-0.012771375477314,,-0.0299749125,-0.0741248056292534,
,,,-0.0299671125,-0.0517490953207016,-0.012771375477314,,-0.0299671125,0.00400018692016602,
,,,-0.0299593125,-0.0517490953207016,-0.012771375477314,,-0.0299593125,-0.0741248056292534,
,,,-0.0299515125,-0.0517490953207016,-0.012771375477314,,-0.0299515125,-0.0545935574918985,
,,,-0.0299437125,-0.0517490953207016,-0.0324698686599731,,-0.0299437125,-0.0545935574918985,
,,,-0.0299359125,-0.11285462975502,-0.012771375477314,,-0.0299359125,-0.0741248056292534,
,,,-0.0299281125,-0.0517490953207016,-0.012771375477314,,-0.0299281125,-0.0741248056292534,
,,,-0.0299203125,-0.0517490953207016,-0.012771375477314,,-0.0299203125,-0.0545935574918985,
,,,-0.0299125125,-0.0517490953207016,-0.012771375477314,,-0.0299125125,-0.0741248056292534,
,,,-0.0299047125,-0.0517490953207016,-0.012771375477314,,-0.0299047125,-0.0741248056292534,
,,,-0.0298969125,-0.0517490953207016,-0.012771375477314,,-0.0298969125,-0.0545935574918985,
,,,-0.0298891125,-0.0517490953207016,-0.012771375477314,,-0.0298891125,-0.0741248056292534,
,,,-0.0298813125,5.63106560707092,0.991851776838303,,-0.0298813125,4.67196849174798,
,,,-0.0298735125,5.26443240046501,0.932756297290325,,-0.0298735125,4.37899976968765,
,,,-0.0298657125,5.26443240046501,0.913057804107666,,-0.0298657125,4.37899976968765,
,,,-0.0298579125,5.32553793489933,0.913057804107666,,-0.0298579125,4.37899976968765,
,,,-0.0298501125,5.26443240046501,0.913057804107666,,-0.0298501125,4.39853101782501,
,,,-0.0298423125,5.32553793489933,0.913057804107666,,-0.0298423125,4.39853101782501,
,,,-0.0298345125,5.32553793489933,0.913057804107666,,-0.0298345125,4.45712476223707,
,,,-0.0298267125,5.32553793489933,0.913057804107666,,-0.0298267125,4.39853101782501,
,,,-0.0298189125,5.32553793489933,0.913057804107666,,-0.0298189125,4.39853101782501,
,,,-0.0298111125,5.32553793489933,0.913057804107666,,-0.0298111125,4.39853101782501,
,,,-0.0298033125,5.32553793489933,0.913057804107666,,-0.0298033125,4.39853101782501,
,,,-0.0297955125,5.32553793489933,0.913057804107666,,-0.0297955125,4.39853101782501,
,,,-0.0297877125,5.26443240046501,0.913057804107666,,-0.0297877125,4.39853101782501,
,,,-0.0297799125,5.32553793489933,0.913057804107666,,-0.0297799125,4.45712476223707,
,,,-0.0297721125,5.32553793489933,0.913057804107666,,-0.0297721125,4.43759351409972,
,,,-0.0297643125,5.32553793489933,0.913057804107666,,-0.0297643125,4.45712476223707,
,,,-0.0297565125,5.32553793489933,0.913057804107666,,-0.0297565125,4.45712476223707,
,,,-0.0297487125,5.32553793489933,0.913057804107666,,-0.0297487125,4.45712476223707,
,,,-0.0297409125,5.32553793489933,0.913057804107666,,-0.0297409125,4.45712476223707,
,,,-0.0297331125,5.32553793489933,0.893359310925007,,-0.0297331125,4.39853101782501,
,,,-0.0297253125,5.32553793489933,0.913057804107666,,-0.0297253125,4.37899976968765,
,,,-0.0297175125,5.32553793489933,0.913057804107666,,-0.0297175125,4.45712476223707,
,,,-0.0297097125,5.32553793489933,0.913057804107666,,-0.0297097125,4.45712476223707,
,,,-0.0297019125,5.32553793489933,0.913057804107666,,-0.0297019125,4.45712476223707,
,,,-0.0296941125,5.32553793489933,0.913057804107666,,-0.0296941125,4.43759351409972,
,,,-0.0296863125,5.32553793489933,0.913057804107666,,-0.0296863125,4.43759351409972,
,,,-0.0296785125,5.32553793489933,0.913057804107666,,-0.0296785125,4.43759351409972,
,,,-0.0296707125,5.32553793489933,0.913057804107666,,-0.0296707125,4.45712476223707,
,,,-0.0296629125,5.32553793489933,0.913057804107666,,-0.0296629125,4.43759351409972,
,,,-0.0296551125,5.32553793489933,0.913057804107666,,-0.0296551125,4.43759351409972,
,,,-0.0296473125,5.32553793489933,0.913057804107666,,-0.0296473125,4.45712476223707,
,,,-0.0296395125,5.38664346933365,0.913057804107666,,-0.0296395125,4.43759351409972,
,,,-0.0296317125,5.32553793489933,0.913057804107666,,-0.0296317125,4.45712476223707,
,,,-0.0296239125,5.32553793489933,0.893359310925007,,-0.0296239125,4.43759351409972,
,,,-0.0296161125,5.32553793489933,0.913057804107666,,-0.0296161125,4.45712476223707,
,,,-0.0296083125,5.32553793489933,0.913057804107666,,-0.0296083125,4.43759351409972,
,,,-0.0296005125,5.32553793489933,0.913057804107666,,-0.0296005125,4.45712476223707,
,,,-0.0295927125,5.32553793489933,0.913057804107666,,-0.0295927125,4.45712476223707,
,,,-0.0295849125,5.32553793489933,0.913057804107666,,-0.0295849125,4.43759351409972,
,,,-0.0295771125,5.32553793489933,0.913057804107666,,-0.0295771125,4.43759351409972,
,,,-0.0295693125,5.32553793489933,0.913057804107666,,-0.0295693125,4.43759351409972,
,,,-0.0295615125,5.32553793489933,0.913057804107666,,-0.0295615125,4.43759351409972,
,,,-0.0295537125,5.32553793489933,0.913057804107666,,-0.0295537125,4.43759351409972,
,,,-0.0295459125,5.38664346933365,0.913057804107666,,-0.0295459125,4.43759351409972,
,,,-0.0295381125,5.32553793489933,0.913057804107666,,-0.0295381125,4.43759351409972,
,,,-0.0295303125,5.32553793489933,0.913057804107666,,-0.0295303125,4.43759351409972,
,,,-0.0295225125,5.32553793489933,0.913057804107666,,-0.0295225125,4.45712476223707,
,,,-0.0295147125,5.32553793489933,0.913057804107666,,-0.0295147125,4.43759351409972,
,,,-0.0295069125,5.38664346933365,0.913057804107666,,-0.0295069125,4.43759351409972,
,,,-0.0294991125,5.32553793489933,0.913057804107666,,-0.0294991125,4.43759351409972,
,,,-0.0294913125,5.32553793489933,0.913057804107666,,-0.0294913125,4.43759351409972,
,,,-0.0294835125,5.38664346933365,0.913057804107666,,-0.0294835125,4.43759351409972,
,,,-0.0294757125,5.38664346933365,0.913057804107666,,-0.0294757125,4.43759351409972,
,,,-0.0294679125,5.32553793489933,0.913057804107666,,-0.0294679125,4.43759351409972,
,,,-0.0294601125,5.32553793489933,0.913057804107666,,-0.0294601125,4.43759351409972,
,,,-0.0294523125,5.38664346933365,0.913057804107666,,-0.0294523125,4.43759351409972,
,,,-0.0294445125,5.38664346933365,0.913057804107666,,-0.0294445125,4.43759351409972,
,,,-0.0294367125,5.38664346933365,0.913057804107666,,-0.0294367125,4.43759351409972,
,,,-0.0294289125,5.38664346933365,0.913057804107666,,-0.0294289125,4.43759351409972,
,,,-0.0294211125,5.38664346933365,0.913057804107666,,-0.0294211125,4.43759351409972,
,,,-0.0294133125,5.38664346933365,0.913057804107666,,-0.0294133125,4.43759351409972,
,,,-0.0294055125,5.38664346933365,0.913057804107666,,-0.0294055125,4.45712476223707,
,,,-0.0293977125,5.38664346933365,0.913057804107666,,-0.0293977125,4.43759351409972,
,,,-0.0293899125,5.44774900376797,0.913057804107666,,-0.0293899125,4.51571850664914,
,,,-0.0293821125,5.38664346933365,0.913057804107666,,-0.0293821125,4.43759351409972,
,,,-0.0293743125,5.38664346933365,0.913057804107666,,-0.0293743125,4.43759351409972,
,,,-0.0293665125,5.32553793489933,0.893359310925007,,-0.0293665125,4.45712476223707,
,,,-0.0293587125,5.32553793489933,0.913057804107666,,-0.0293587125,4.43759351409972,
,,,-0.0293509125,5.38664346933365,0.913057804107666,,-0.0293509125,4.43759351409972,
,,,-0.0293431125,5.38664346933365,0.913057804107666,,-0.0293431125,4.43759351409972,
,,,-0.0293353125,5.32553793489933,0.913057804107666,,-0.0293353125,4.45712476223707,
,,,-0.0293275125,5.32553793489933,0.913057804107666,,-0.0293275125,4.43759351409972,
,,,-0.0293197125,5.38664346933365,0.913057804107666,,-0.0293197125,4.43759351409972,
,,,-0.0293119125,5.38664346933365,0.913057804107666,,-0.0293119125,4.43759351409972,
,,,-0.0293041125,5.32553793489933,0.913057804107666,,-0.0293041125,4.43759351409972,
,,,-0.0292963125,5.32553793489933,0.932756297290325,,-0.0292963125,4.43759351409972,
,,,-0.0292885125,5.38664346933365,0.913057804107666,,-0.0292885125,4.43759351409972,
,,,-0.0292807125,5.38664346933365,0.913057804107666,,-0.0292807125,4.43759351409972,
,,,-0.0292729125,5.38664346933365,0.913057804107666,,-0.0292729125,4.43759351409972,
,,,-0.0292651125,5.32553793489933,0.913057804107666,,-0.0292651125,4.43759351409972,
,,,-0.0292573125,5.38664346933365,0.913057804107666,,-0.0292573125,4.43759351409972,
,,,-0.0292495125,5.32553793489933,0.913057804107666,,-0.0292495125,4.43759351409972,
,,,-0.0292417125,5.38664346933365,0.913057804107666,,-0.0292417125,4.43759351409972,
,,,-0.0292339125,5.38664346933365,0.913057804107666,,-0.0292339125,4.43759351409972,
,,,-0.0292261125,5.38664346933365,0.913057804107666,,-0.0292261125,4.43759351409972,
,,,-0.0292183125,5.38664346933365,0.913057804107666,,-0.0292183125,4.45712476223707,
,,,-0.0292105125,5.32553793489933,0.913057804107666,,-0.0292105125,4.49618725851178,
,,,-0.0292027125,5.38664346933365,0.913057804107666,,-0.0292027125,4.49618725851178,
,,,-0.0291949125,5.38664346933365,0.913057804107666,,-0.0291949125,4.43759351409972,
,,,-0.0291871125,5.32553793489933,0.913057804107666,,-0.0291871125,4.43759351409972,
,,,-0.0291793125,5.38664346933365,0.913057804107666,,-0.0291793125,4.43759351409972,
,,,-0.0291715125,5.38664346933365,0.913057804107666,,-0.0291715125,4.49618725851178,
,,,-0.0291637125,5.38664346933365,0.913057804107666,,-0.0291637125,4.45712476223707,
,,,-0.0291559125,5.38664346933365,0.913057804107666,,-0.0291559125,4.49618725851178,
,,,-0.0291481125,5.38664346933365,0.932756297290325,,-0.0291481125,4.43759351409972,
,,,-0.0291403125,5.38664346933365,0.932756297290325,,-0.0291403125,4.43759351409972,
,,,-0.0291325125,5.38664346933365,0.913057804107666,,-0.0291325125,4.43759351409972,
,,,-0.0291247125,5.38664346933365,0.913057804107666,,-0.0291247125,4.49618725851178,
,,,-0.0291169125,5.38664346933365,0.913057804107666,,-0.0291169125,4.43759351409972,
,,,-0.0291091125,5.38664346933365,0.913057804107666,,-0.0291091125,4.43759351409972,
,,,-0.0291013125,5.32553793489933,0.913057804107666,,-0.0291013125,4.43759351409972,
,,,-0.0290935125,5.38664346933365,0.913057804107666,,-0.0290935125,4.49618725851178,
,,,-0.0290857125,5.38664346933365,0.913057804107666,,-0.0290857125,4.49618725851178,
,,,-0.0290779125,5.38664346933365,0.913057804107666,,-0.0290779125,4.49618725851178,
,,,-0.0290701125,5.38664346933365,0.913057804107666,,-0.0290701125,4.49618725851178,
,,,-0.0290623125,5.38664346933365,0.913057804107666,,-0.0290623125,4.43759351409972,
,,,-0.0290545125,5.38664346933365,0.913057804107666,,-0.0290545125,4.49618725851178,
,,,-0.0290467125,5.38664346933365,0.913057804107666,,-0.0290467125,4.49618725851178,
,,,-0.0290389125,5.38664346933365,0.913057804107666,,-0.0290389125,4.43759351409972,
,,,-0.0290311125,5.38664346933365,0.913057804107666,,-0.0290311125,4.43759351409972,
,,,-0.0290233125,5.38664346933365,0.913057804107666,,-0.0290233125,4.49618725851178,
,,,-0.0290155125,5.38664346933365,0.913057804107666,,-0.0290155125,4.43759351409972,
,,,-0.0290077125,5.44774900376797,0.913057804107666,,-0.0290077125,4.49618725851178,
,,,-0.0289999125,5.38664346933365,0.913057804107666,,-0.0289999125,4.49618725851178,
,,,-0.0289921125,5.38664346933365,0.913057804107666,,-0.0289921125,4.49618725851178,
,,,-0.0289843125,5.32553793489933,0.913057804107666,,-0.0289843125,4.43759351409972,
,,,-0.0289765125,5.38664346933365,0.913057804107666,,-0.0289765125,4.49618725851178,
,,,-0.0289687125,5.38664346933365,0.913057804107666,,-0.0289687125,4.49618725851178,
,,,-0.0289609125,5.44774900376797,0.893359310925007,,-0.0289609125,4.49618725851178,
,,,-0.0289531125,5.38664346933365,0.913057804107666,,-0.0289531125,4.49618725851178,
,,,-0.0289453125,5.38664346933365,0.913057804107666,,-0.0289453125,4.43759351409972,
,,,-0.0289375125,5.38664346933365,0.932756297290325,,-0.0289375125,4.49618725851178,
,,,-0.0289297125,5.38664346933365,0.913057804107666,,-0.0289297125,4.49618725851178,
,,,-0.0289219125,5.38664346933365,0.932756297290325,,-0.0289219125,4.49618725851178,
,,,-0.0289141125,5.32553793489933,0.913057804107666,,-0.0289141125,4.43759351409972,
,,,-0.0289063125,5.38664346933365,0.913057804107666,,-0.0289063125,4.49618725851178,
,,,-0.0288985125,5.44774900376797,0.913057804107666,,-0.0288985125,4.49618725851178,
,,,-0.0288907125,5.38664346933365,0.913057804107666,,-0.0288907125,4.49618725851178,
,,,-0.0288829125,5.38664346933365,0.932756297290325,,-0.0288829125,4.49618725851178,
,,,-0.0288751125,5.44774900376797,0.913057804107666,,-0.0288751125,4.49618725851178,
,,,-0.0288673125,5.38664346933365,0.913057804107666,,-0.0288673125,4.49618725851178,
,,,-0.0288595125,5.38664346933365,0.913057804107666,,-0.0288595125,4.49618725851178,
,,,-0.0288517125,5.38664346933365,0.913057804107666,,-0.0288517125,4.49618725851178,
,,,-0.0288439125,5.38664346933365,0.913057804107666,,-0.0288439125,4.49618725851178,
,,,-0.0288361125,5.38664346933365,0.913057804107666,,-0.0288361125,4.49618725851178,
,,,-0.0288283125,5.38664346933365,0.932756297290325,,-0.0288283125,4.49618725851178,
,,,-0.0288205125,5.38664346933365,0.913057804107666,,-0.0288205125,4.49618725851178,
,,,-0.0288127125,5.38664346933365,0.913057804107666,,-0.0288127125,4.49618725851178,
,,,-0.0288049125,5.38664346933365,0.913057804107666,,-0.0288049125,4.49618725851178,
,,,-0.0287971125,5.38664346933365,0.913057804107666,,-0.0287971125,4.49618725851178,
,,,-0.0287893125,5.38664346933365,0.932756297290325,,-0.0287893125,4.49618725851178,
,,,-0.0287815125,5.38664346933365,0.913057804107666,,-0.0287815125,4.49618725851178,
,,,-0.0287737125,5.38664346933365,0.913057804107666,,-0.0287737125,4.49618725851178,
,,,-0.0287659125,5.38664346933365,0.913057804107666,,-0.0287659125,4.49618725851178,
,,,-0.0287581125,5.38664346933365,0.932756297290325,,-0.0287581125,4.49618725851178,
,,,-0.0287503125,5.38664346933365,0.932756297290325,,-0.0287503125,4.49618725851178,
,,,-0.0287425125,5.38664346933365,0.913057804107666,,-0.0287425125,4.49618725851178,
,,,-0.0287347125,5.38664346933365,0.932756297290325,,-0.0287347125,4.49618725851178,
,,,-0.0287269125,5.44774900376797,0.913057804107666,,-0.0287269125,4.49618725851178,
,,,-0.0287191125,5.38664346933365,0.932756297290325,,-0.0287191125,4.49618725851178,
,,,-0.0287113125,5.38664346933365,0.932756297290325,,-0.0287113125,4.49618725851178,
,,,-0.0287035125,5.44774900376797,0.913057804107666,,-0.0287035125,4.49618725851178,
,,,-0.0286957125,5.38664346933365,0.913057804107666,,-0.0286957125,4.49618725851178,
,,,-0.0286879125,5.38664346933365,0.913057804107666,,-0.0286879125,4.49618725851178,
,,,-0.0286801125,5.38664346933365,0.913057804107666,,-0.0286801125,4.49618725851178,
,,,-0.0286723125,5.38664346933365,0.913057804107666,,-0.0286723125,4.49618725851178,
,,,-0.0286645125,5.44774900376797,0.913057804107666,,-0.0286645125,4.49618725851178,
,,,-0.0286567125,5.44774900376797,0.913057804107666,,-0.0286567125,4.49618725851178,
,,,-0.0286489125,5.44774900376797,0.913057804107666,,-0.0286489125,4.49618725851178,
,,,-0.0286411125,5.44774900376797,0.913057804107666,,-0.0286411125,4.49618725851178,
,,,-0.0286333125,5.38664346933365,0.913057804107666,,-0.0286333125,4.49618725851178,
,,,-0.0286255125,5.38664346933365,0.913057804107666,,-0.0286255125,4.49618725851178,
,,,-0.0286177125,5.38664346933365,0.913057804107666,,-0.0286177125,4.49618725851178,
,,,-0.0286099125,5.44774900376797,0.913057804107666,,-0.0286099125,4.49618725851178,
,,,-0.0286021125,5.38664346933365,0.913057804107666,,-0.0286021125,4.49618725851178,
,,,-0.0285943125,5.44774900376797,0.913057804107666,,-0.0285943125,4.49618725851178,
,,,-0.0285865125,5.38664346933365,0.913057804107666,,-0.0285865125,4.49618725851178,
,,,-0.0285787125,5.44774900376797,0.913057804107666,,-0.0285787125,4.49618725851178,
,,,-0.0285709125,5.38664346933365,0.913057804107666,,-0.0285709125,4.49618725851178,
,,,-0.0285631125,5.38664346933365,0.913057804107666,,-0.0285631125,4.49618725851178,
,,,-0.0285553125,5.38664346933365,0.913057804107666,,-0.0285553125,4.49618725851178,
,,,-0.0285475125,5.38664346933365,0.913057804107666,,-0.0285475125,4.49618725851178,
,,,-0.0285397125,5.38664346933365,0.913057804107666,,-0.0285397125,4.49618725851178,
,,,-0.0285319125,5.38664346933365,0.913057804107666,,-0.0285319125,4.49618725851178,
,,,-0.0285241125,5.38664346933365,0.913057804107666,,-0.0285241125,4.49618725851178,
,,,-0.0285163125,5.38664346933365,0.913057804107666,,-0.0285163125,4.49618725851178,
,,,-0.0285085125,5.38664346933365,0.913057804107666,,-0.0285085125,4.49618725851178,
